# Sharma et al. 2021, MNRAS 503, 1753 (doi:10.1093/mnras/stab249; arXiv:2005.00279) released catalogue
# "Flat rotation curves of z~1 star-forming galaxies": 344 KROSS galaxies re-modelled with 3D-Barolo.
# SOURCE: CDS/VizieR J/MNRAS/503/1753 catalog.dat (Records=344), sha256 b91ea011fd98ceacf1b30a18123da2c4a20162d78edbf383fbff37c72b57df45;
#   cross-checked C6 against the authors' Harvard Dataverse file doi:10.7910/DVN/MHRG4O
#   (gsharma_2020_catalog.fits, md5 43037198cef3cc89376984cb76a8dd61, sha256 507c2e0834957950f30d72eb99832d95ac75f31628e412351731448be859c942).
# VIZIER LABEL DEFECT: the CDS ReadMe labels Re, Vout, VPGCout, Sigma, LHa, FHa (and their errors) as log
#   quantities ([kpc], [km/s], ...). The numbers are LINEAR: they equal the Dataverse FITS columns and Re spans
#   0.695-7.73 kpc, matching the abstract's 0.69<=R_e[kpc]<=7.76. Columns here are named as linear.
# CONVENTIONS: no cosmology statement found in the arXiv source; Re, M_H, PA, magnitudes are adopted from
#   Harrison+2017 (H0=70, Om=0.3, OL=0.7, Chabrier). Quality: 1 best, 2 reasonable, 3 discarded by the authors.
# VELOCITY: Vout_kms = 3D-Barolo rotation velocity at R_out = 6.4 R_D, R_D = 0.59 R_e (beam smearing
#   handled in 3D; paper Sec. 3.1 figure caption: R_out = R_2opt = 3.78 R_e); VPGC_out_kms = same after
#   PRESSURE-GRADIENT CORRECTION (paper Sec. 3.2):
#   V_c^PGC = sqrt(V_phi^2 - sigma_R^2 [dln Sigma/dln R + dln sigma_R^2/dln R + (1-alpha)/2]).
#   => R_out_kpc = 3.78*Re_kpc (not a column; compute downstream). Sigma_kms = weighted
#   mean intrinsic dispersion. L_Ha in erg/s (10^-7 W), F_Ha in erg/s/cm^2 (mW/m^2), no extinction correction.
# STELLAR MASS: the paper's LePhare masses (supplied by A. Tiley) are NOT in the released catalogue.
#   T19_* = JOIN to Tiley2019a KROSS rows by KID (167/344 present; SED masses, WMAP9).
#   H17_* = JOIN to Harrison+2017 by KID (344/344; fixed M/L=0.2 H-band mass, H0=70; R_1/2 kpc).
# Built by scripts/highz_tf_samples_build.py on 2026-09-16.
KID,Name,Quality,Flag_PA,RAdeg,DEdeg,z,PA_deg,INC_deg,MH_AB,zmag_AB,Kmag_AB,Re_kpc,Re_err_kpc,Vout_kms,Vout_err_kms,VPGC_out_kms,VPGC_out_err_kms,Sigma_kms,Sigma_err_kms,L_Ha_erg_s,L_Ha_err_erg_s,F_Ha_erg_s_cm2,T19_logMstar_SED,T19_disky_flag,H17_logMstar_fixedML,H17_R12_kpc
331,S-CFHIZELS-SM14-138499,1,phot,332.88903,1.232481,0.821987,20.433,59.5381,-22.12,21.678801,20.9899,2.129761,0.981771,122.71281,20.959627,172.28639,18.804692,87.84415,5.492757,8.47877e+41,4.23939e+40,1.75521e-16,9.9807,0,10.033031,2.129761
332,S-CFHIZELS-SM14-139428,2,kin,335.11633,1.094168,0.807658,-20.407,72.9889,-21.02,22.422199,21.9634,3.737194,1.722761,233.184,22.868142,237.03907,22.603194,22.2119,4.686826,3.03829e+41,1.51915e+40,6.56782e-17,,,9.59303,3.737194
333,S-CFHIZELS-SM14-145965,1,phot,332.96254,1.370685,0.819212,44.201,60.8642,-22.12,22.360599,21.1128,4.782509,2.869506,193.629,10.797006,200.52077,10.719789,66.83066,2.911582,3.34384e+41,1.67192e+40,6.98004e-17,9.91753,1,10.033031,4.782509
334,S-CFHIZELS-SM14-148830,2,phot,333.51922,0.945514,0.813597,-66.738,41.8173,-22.25,22.2283,20.8904,2.108009,0.971744,179.36977,17.182847,195.62711,16.126125,63.0089,2.364528,3.78369e+41,1.89184e+40,8.03299e-17,,,10.08503,2.108009
335,S-CFHIZELS-SM14-157062,1,kin,334.70839,0.943408,0.816637,-65.907,52.1902,-21.92,22.479401,21.2137,1.068473,0.492542,49.29996,8.15843,156.13894,11.270258,74.64345,3.477199,2.485e+41,1.2425e+40,5.22761e-17,10.0941,0,9.95303,1.068473
336,S-CFHIZELS-SM14-159913,1,kin,333.01063,1.436126,0.817644,53.802,53.0,-20.58,22.841299,22.4617,2.949965,1.769979,138.7065,12.838522,148.95483,12.35613,28.662,2.746811,3.4247e+41,1.71235e+40,7.1826e-17,,,9.41703,2.949965
337,S-CFHIZELS-SM14-164290,2,phot,332.985,1.401617,0.816476,62.798,36.7646,-22.02,22.817699,21.1738,2.779015,0.0,46.601,7.081548,59.81252,9.055437,44.93863,3.675645,2.69835e+41,1.34918e+40,5.67919e-17,,,9.99303,2.779016
338,S-CFHIZELS-SM14-172833,2,phot,334.64522,1.216003,0.804707,-55.578,54.7054,-21.34,23.1378,21.805,5.205981,3.123589,264.129,29.708844,265.42824,29.582356,54.09145,4.402833,1.01441e+41,5.07206e+39,2.21267e-17,9.82837,0,9.72103,5.205981
341,S-CFHIZELS-SM14-195038,2,phot,335.18977,1.001649,0.80922,-47.352,64.1069,-21.24,22.6935,21.8339,1.058897,0.488127,155.79174,15.426241,160.45474,15.289152,22.90966,2.921716,1.0393e+41,5.19651e+39,2.23598e-17,9.84891,0,9.68103,1.058897
342,S-CFHIZELS-SM14-195697,2,kin,335.18564,1.226966,0.810596,-34.537,53.0,-19.01,23.292,23.5799,2.759003,0.0,4.7412,0.54136,140.97773,11.099507,59.86045,3.525291,3.21016e+41,1.60508e+40,6.87762e-17,8.91496,0,8.78903,2.759003
343,S-CFHIZELS-SM14-198686,1,phot,333.49718,0.963597,0.808251,-39.127,53.0,-21.17,22.6966,21.9418,2.357965,1.414779,65.86795,10.216747,119.42496,11.135341,59.99089,3.508665,2.75525e+41,1.37762e+40,5.94522e-17,,,9.65303,2.357965
344,S-CFHIZELS-SM14-207798,2,kin,335.17161,1.186396,0.806174,50.91,53.0,-21.1,22.847,21.9388,2.743953,0.0,31.28541,5.24707,81.03805,10.221454,60.69781,3.518405,1.06037e+41,5.30185e+39,2.30257e-17,9.75893,0,9.62503,2.743953
345,S-CFHIZELS-SM14-216212,2,kin,335.11587,0.976976,0.811674,-45.366,53.0,-20.34,22.7274,22.6525,2.762672,0.0,28.35349,4.021847,36.89105,6.822901,21.10742,3.607403,1.97948e+41,9.89741e+39,4.22711e-17,9.2906,0,9.32103,2.762672
346,S-CFHIZELS-SM14-228100,1,kin,334.95741,1.134019,0.816892,38.133,53.0,-20.26,23.2015,22.756,2.138142,1.282885,47.73872,7.517399,67.68107,9.67821,39.36317,3.200029,3.25372e+41,1.62686e+40,6.83947e-17,9.15541,0,9.28903,2.138142
354,S-CFHIZELS-SM14-280028,2,kin,334.69891,0.910421,0.759135,-47.329,53.0,-19.33,23.604299,23.3506,2.583847,0.0,51.53307,7.318689,65.59557,9.599368,58.5825,4.257954,1.2037e+41,6.01852e+39,3.02999e-17,,,8.91703,2.583847
357,S-CFHIZELS-SM14-83087,2,phot,335.09956,1.069603,0.771997,23.49,32.8173,-23.03,21.105101,20.0489,0.695197,0.417118,13.08258,1.664109,86.87476,8.658723,56.62722,2.035154,5.26677e+41,2.63339e+40,1.27218e-16,,,10.39703,0.695197
358,S-CFHIZELS-SM14-85179,2,phot,333.03586,1.417222,0.815392,-4.053,34.4712,-22.43,21.726299,20.656,1.066775,0.491759,163.50649,12.907331,215.21576,11.613943,46.40697,1.932785,4.70916e+41,2.35458e+40,9.94378e-17,,,10.15703,1.066775
359,S-CFHIZELS-SM14-85797,2,phot,335.10286,1.107214,0.818791,51.78,42.9276,-23.4,22.195499,19.815199,1.071446,0.493912,180.20505,19.163062,182.68346,19.009315,39.556,1.935857,4.22369e+41,2.11184e+40,8.8278e-17,,,10.54503,1.071446
363,S-CFHT-NBJ-2048,1,phot,334.96529,0.350249,0.815117,-26.212,53.0,-19.87,23.2148,22.8999,2.608443,1.565066,45.81424,5.097161,62.82533,6.741998,18.45019,3.454618,1.55676e+41,7.78382e+39,3.28996e-17,,,9.13303,2.608443
364,S-CFHT-NBJ-956,2,phot,334.8627,0.395123,0.808737,-76.241,64.3963,-21.68,22.592199,21.4339,3.742065,1.725007,145.03883,10.215062,157.82123,9.959347,28.53135,1.837733,1.24428e+41,6.22139e+39,2.68091e-17,9.87909,0,9.85703,3.742065
366,S-NBJ-CFHT-1709,2,kin,334.88299,0.603215,0.813075,64.275,68.8783,-21.96,22.9568,21.268,2.106485,0.971042,51.95542,7.339827,61.4613,7.831081,36.55878,2.828518,1.86268e+41,9.3134e+39,3.96084e-17,,,9.96903,2.106485
367,S-NBJ-CFHT-1713,2,phot,334.83893,0.61186,0.761876,-65.27,69.3175,-22.07,22.4765,21.1041,2.783409,1.283088,123.202,14.62405,191.56191,12.232493,40.72047,3.259288,1.46852e+41,7.3426e+39,3.66403e-17,10.0136,0,10.01303,2.783409
370,S-NBJ-CFHT-1733,3,kin,334.93153,0.639484,0.77233,53.577,56.7924,-20.82,22.8808,22.192,4.338406,2.603043,1.108,3.80777,140.33982,12.106738,81.58572,3.885869,3.40957e+41,1.70478e+40,8.22703e-17,9.53542,0,9.51303,4.338406
371,S-NBJ-CFHT-1739,2,phot,334.92612,0.642104,0.803849,-8.137,40.6104,-23.12,21.4776,20.0707,2.082567,0.960016,208.82608,14.540277,228.02894,13.922734,25.5409,2.35305,4.26799e+41,2.134e+40,9.33396e-17,,,10.433031,2.082567
373,S-NBJ-CFHT-1745,1,phot,334.87294,0.647797,0.817217,-86.204,49.8617,-21.28,22.7701,21.792,2.117166,0.975965,194.08269,1.439875,265.62013,7.121945,68.17863,2.450548,3.32896e+41,1.66448e+40,6.9908e-17,9.75785,1,9.69703,2.117166
374,S-NBJ-CFHT-1759,2,kin,334.92257,0.657046,0.803154,-115.079,27.0985,-22.88,21.5647,20.2783,3.130224,1.878135,335.77255,28.992189,338.90395,28.790591,32.19757,2.970095,7.73602e+41,3.86801e+40,1.69545e-16,,,10.33703,3.130224
375,S-NBJ-CFHT-1770,1,phot,334.86527,0.67064,0.772521,-84.672,62.195,-21.38,22.209,21.6975,2.001345,0.922574,93.78486,13.720971,147.06332,11.978203,51.04535,2.917529,3.59784e+41,1.79892e+40,8.67605e-17,9.56878,0,9.73703,2.001345
376,S-NBJ-CFHT-1774,1,phot,334.87746,0.675422,0.81218,-48.576,53.0,-21.46,22.984699,21.6943,2.764396,0.0,87.52202,11.04366,109.58202,11.512333,16.41457,3.507167,4.22209e+41,2.11104e+40,9.00227e-17,9.90061,0,9.76903,2.764395
377,S-NBJ-CFHT-1787,1,phot,334.9134,0.68911,0.813093,75.26,66.0975,-22.69,22.2397,20.5271,3.762009,1.734201,177.58877,15.736085,178.94273,15.675922,30.28341,1.838644,2.88616e+41,1.44308e+40,6.13684e-17,10.4363,1,10.26103,3.762009
379,S-NBJ-CFHT-1790,1,kin,334.85286,0.690581,0.811832,-38.546,53.0,-21.14,23.1549,21.9666,2.248818,1.349291,22.076,3.30926,26.0691,6.472923,25.43412,3.733049,2.05779e+41,1.0289e+40,4.39223e-17,9.63988,0,9.64103,2.248818
380,S-NBJ-CFHT-1793,2,kin,334.87748,0.693089,0.81557,-48.726,74.2958,-21.72,22.5434,21.3285,4.528201,2.087398,93.054,12.99847,166.43299,11.927068,45.80439,3.76361,2.46657e+41,1.23329e+40,5.20557e-17,,,9.87303,4.528201
381,S-NBJ-CFHT-1795,2,kin,334.88518,0.695089,0.808946,-31.742,34.3139,-21.4,22.7246,21.5025,7.21296,4.327776,93.299,12.771676,104.33583,12.233962,36.7275,2.845797,2.11337e+41,1.05669e+40,4.55056e-17,,,9.74503,7.21296
385,S-NBJ-CFHT-C343,2,phot,334.95274,0.357901,0.809068,12.795,67.8153,-22.11,22.0591,20.8519,2.096271,0.966333,151.58936,10.10233,164.35436,9.797699,44.07807,1.634927,1.34424e+41,6.72122e+39,2.89339e-17,10.0959,1,10.02903,2.096272
387,S-zvipe_z1_1055,2,kin,334.66894,0.986902,0.968142,35.275,42.7721,-21.67,21.7267,21.4411,2.485458,1.491275,108.45102,7.931717,147.77306,10.016341,44.35371,3.37725,6.4644e+41,3.2322e+40,8.93691e-17,,,9.85303,2.485458
388,S-zvipe_z1_1056,1,phot,334.67145,0.898733,0.840076,-69.193,69.0721,-22.72,21.8971,20.5791,3.069211,1.414837,154.863,16.056634,158.30311,15.890673,57.58519,3.644235,2.83847e+41,1.41924e+40,5.56932e-17,10.4721,0,10.27303,3.069211
389,S-zvipe_z1_1058,2,kin,334.67752,0.959138,0.836124,35.733,35.7546,-22.67,21.1749,20.2658,1.093998,0.504308,125.73814,10.789933,164.86364,11.078679,34.04683,2.780467,4.39725e+41,2.19862e+40,8.72855e-17,,,10.25303,1.093998
393,S-zvipe_z1_1064,2,phot,334.70233,0.970463,0.800439,-13.596,45.1106,-21.92,22.013,20.9313,1.047302,0.482782,209.65579,24.660193,221.51623,23.888717,30.07728,3.885392,1.89157e+41,9.45785e+39,4.18028e-17,10.0096,1,9.95303,1.047302
394,S-zvipe_z1_1065,1,phot,334.70397,0.949212,0.817341,-8.512,53.1732,-20.64,22.573999,22.3466,1.069401,0.492969,0.73988,3.482824,106.39064,10.931997,78.98707,3.626631,4.87709e+41,2.43855e+40,1.0238e-16,,,9.44103,1.069401
395,S-zvipe_z1_1066,1,kin,334.70577,0.952105,0.97406,-2.324,48.5296,-22.37,22.0284,20.8925,1.274451,0.587493,180.5456,4.815753,288.0046,11.228177,70.71895,2.810706,6.78086e+41,3.39043e+40,9.23429e-17,10.1238,1,10.133031,1.274451
397,S-zvipe_z1_1069,1,phot,334.71061,0.986036,0.81507,20.59,52.8087,-22.8,21.930599,20.4434,2.111762,0.973474,177.34414,15.608318,181.46291,15.344701,36.0659,1.777289,2.453e+41,1.2265e+40,5.18474e-17,10.5316,1,10.30503,2.111762
398,S-zvipe_z1_1070,2,kin,334.72034,0.945933,0.79953,59.342,33.51,-21.61,21.858601,21.1957,5.798157,3.478895,245.818,29.622496,246.99198,29.502485,60.08305,3.611219,2.47767e+41,1.23884e+40,5.49086e-17,,,9.82903,5.798157
407,S-zvipe_z1_1168,2,kin,335.2039,0.928203,0.899176,-34.6,53.0,-19.85,22.007799,-22.0,2.29,1.374,41.4352,4.163982,99.49448,9.4881,20.4104,2.378518,1.21517e+41,6.07584e+39,2.0163e-17,,,9.12503,2.29
409,S-zvipe_z1_1172,2,phot,335.21771,0.942796,0.808351,-75.782,37.6458,-22.1,22.049999,21.041939,3.740337,1.72421,79.682,10.360887,101.68307,10.158068,35.33946,3.00129,2.0313e+41,1.01565e+40,4.38178e-17,,,10.02503,3.740337
411,S-zvipe_z1_1282,2,phot,334.96487,1.147569,0.815467,16.605,43.4142,-22.75,21.7488,20.4834,2.729064,1.637439,245.84027,26.919502,256.66718,25.959649,62.35889,3.420275,1.76442e+41,8.82209e+39,3.72486e-17,,,10.28503,2.729064
414,S-zvipe_z1_1304,2,kin,334.93916,1.154911,0.973408,34.327,32.5917,-23.23,21.107201,20.3455,1.273704,0.587148,71.54354,7.170568,125.70821,7.659055,39.79343,1.916461,1.00166e+42,5.00832e+40,1.36634e-16,,,10.47703,1.273704
415,S-zvipe_z1_1306,2,kin,334.93518,1.129509,0.821405,-63.42,53.9641,-21.66,21.769199,21.2096,3.001097,1.383437,39.73617,3.528657,43.78805,4.899118,28.52595,2.31534,1.02645e+41,5.13226e+39,2.1286e-17,10.0213,1,9.84903,3.001097
416,S-zvipe_z1_1314,2,kin,335.11229,1.092589,0.818408,41.837,39.6033,-22.19,21.7619,20.519455,1.399084,0.83945,23.82398,3.794711,146.6445,9.251488,93.42223,2.734233,5.35268e+41,2.67634e+40,1.12004e-16,,,10.06103,1.399084
417,S-zvipe_z1_1315,1,kin,335.10508,1.154875,0.819721,67.172,65.9904,-22.26,21.0984,20.551044,2.99501,1.380631,187.4578,16.080231,196.18286,15.801945,36.53529,3.161508,2.34506e+41,1.17253e+40,4.88766e-17,10.1848,1,10.08903,2.99501
419,S-zvipe_z1_1318,2,kin,335.09328,1.103287,0.924631,34.892,49.1221,-22.39,21.8915,20.95354,3.14714,0.0,114.342,1.181061,144.12874,7.70521,59.94112,3.520532,2.31571e+41,1.15786e+40,3.58655e-17,,,10.14103,3.147141
420,S-zvipe_z1_1320,2,kin,335.07601,1.129207,0.924575,-38.458,53.0,-22.46,21.485399,20.902164,6.169944,3.701967,97.345,12.381832,99.94309,12.295568,27.28183,3.288516,2.75551e+41,1.37775e+40,4.26834e-17,9.99381,0,10.16903,6.169944
421,S-zvipe_z1_1322,2,kin,335.07024,1.108054,0.84101,54.137,27.7586,-22.86,20.8216,20.076002,2.594712,1.556827,42.97135,5.714545,57.07488,7.487951,20.25979,2.316864,3.58515e+41,1.79257e+40,7.01513e-17,,,10.32903,2.594712
424,S-zvipe_z1_1500,3,phot,335.13548,1.119646,0.861705,-35.514,30.1493,-22.68,21.6259,20.453661,3.330609,1.998365,207.80644,24.060799,223.18474,22.973137,49.81727,2.822936,2.0827e+41,1.04135e+40,3.8383e-17,,,10.25703,3.330609
425,S-zvipe_z1_1529,2,kin,332.97891,1.40825,0.821539,60.887,45.9257,-23.23,22.0007,20.108706,1.651735,0.991041,41.95002,6.773958,81.12872,11.260446,40.84866,3.461735,2.58285e+41,1.29143e+40,5.35401e-17,10.4606,0,10.47703,1.651735
426,S-zvipe_z1_1530,1,phot,332.98464,1.34165,0.818541,-47.952,52.0453,-22.09,22.327999,21.094099,2.990567,1.378583,42.29283,4.164187,46.18564,5.244449,29.52428,2.344712,2.59932e+41,1.29966e+40,5.43685e-17,,,10.02103,2.990567
427,S-zvipe_z1_1531,2,phot,332.98926,1.370989,0.927872,50.029,44.9947,-24.46,22.431299,19.286499,1.214008,0.55963,99.5256,10.399106,133.79663,11.402237,53.26138,3.84581,8.95131e+41,4.47566e+40,1.37444e-16,,,10.96903,1.214008
428,S-zvipe_z1_1532,2,kin,332.99358,1.450671,0.862062,-42.736,53.0,-21.46,22.3395,21.722803,2.934177,0.0,80.25206,6.562029,133.68019,8.705015,25.10659,2.782937,3.36921e+41,1.68461e+40,6.20294e-17,9.48053,0,9.76903,2.934177
431,S-zvipe_z1_1538,1,phot,333.00058,1.412536,0.855393,52.974,53.0,-21.77,21.3102,21.389473,2.829794,1.697876,153.94676,16.414678,157.51246,16.141985,14.13145,2.304694,2.01184e+41,1.00592e+40,3.77552e-17,,,9.89303,2.829793
433,S-zvipe_z1_1540,2,phot,333.01173,1.393974,0.853701,-23.544,59.7563,-21.84,22.393801,21.402512,2.211795,1.019587,158.33504,13.379096,199.46051,13.578555,47.56952,4.022936,2.21932e+41,1.10966e+40,4.18527e-17,9.57441,0,9.92103,2.211795
435,S-zvipe_z1_1542,1,kin,333.02116,1.432605,0.815544,67.804,56.9149,-23.55,21.412201,19.766356,2.112905,0.974001,139.04214,23.45537,185.80191,18.997482,65.08118,3.442188,5.54393e+41,2.77196e+40,1.17011e-16,10.7168,0,10.60503,2.112905
436,S-zvipe_z1_1543,2,kin,333.02568,1.376925,0.842992,-20.102,40.7967,-23.28,21.2987,19.948994,2.184055,1.0068,76.57811,12.651244,162.42338,10.596457,88.33004,2.710093,5.77243e+41,2.88622e+40,1.12297e-16,,,10.49703,2.184055
439,S-zvipe_z1_1571,2,kin,332.94008,1.268842,0.844863,24.626,35.6683,-23.93,20.8344,19.363506,1.105485,0.509603,149.00611,18.112925,175.09577,17.190208,56.51032,2.616495,1.0017e+42,5.00849e+40,1.93809e-16,,,10.75703,1.105485
443,S-zvipe_z1_1575,2,kin,332.94645,1.270844,0.99394,51.757,35.4968,-23.24,21.5557,20.447884,1.300544,0.599521,61.87593,7.414179,129.10952,8.660076,40.41004,2.159857,7.19098e+41,3.59549e+40,9.31573e-17,,,10.48103,1.300544
445,S-zvipe_z1_1577,1,phot,332.95457,1.188215,0.842758,-24.114,55.7365,-22.42,20.300699,20.876371,2.183556,1.006569,120.05859,13.95537,132.73531,13.268405,32.62382,2.366148,2.61327e+41,1.30664e+40,5.08735e-17,10.283,1,10.15303,2.183556
446,S-zvipe_z1_1578,2,phot,332.95536,1.253273,0.893074,71.487,65.0735,-23.52,22.325399,19.989574,4.132344,1.904916,17.44481,3.365853,44.99617,8.140614,23.61787,2.313091,1.74262e+41,8.7131e+39,2.94048e-17,10.193,0,10.59303,4.132344
448,S-zvipe_z1_1580,2,kin,332.96737,1.225571,0.8429,-35.043,38.1033,-22.4,21.950399,20.819252,2.458763,1.475258,159.52466,12.120076,163.62643,12.105659,14.19554,2.853226,3.18929e+41,1.59464e+40,6.20612e-17,,,10.14503,2.458763
452,S-zvipe_z1_1585,2,phot,332.97796,1.257851,0.946396,46.55,71.2128,-22.18,21.4349,21.205126,5.254911,2.422394,58.448,6.515282,87.30732,8.875037,65.45468,3.25908,1.06378e+42,5.31892e+40,1.55557e-16,9.77231,0,10.05703,5.254911
454,S-zvipe_z1_1991,2,phot,335.12437,0.966718,0.823964,45.554,33.4779,-22.94,22.0135,20.177324,3.542403,2.125442,153.438,18.762371,196.07728,16.405749,69.85412,3.706505,7.62869e+41,3.81434e+40,1.56992e-16,,,10.36103,3.542403
456,S-zvipe_z1_2061,1,phot,333.2826,1.437173,0.958878,10.535,72.8058,-21.11,21.9466,21.9243,3.503284,1.614934,0.143,4.314629,95.81634,13.729424,58.33668,3.532123,5.91197e+41,2.95599e+40,8.36972e-17,,,9.62903,3.503284
459,S-zvipe_z1_2064,1,kin,333.2628,1.404288,0.874804,54.328,63.7481,-23.51,20.6208,19.5732,2.266531,1.044819,159.12154,13.537895,187.59439,13.176518,61.70502,3.556062,1.07878e+42,5.3939e+40,1.91554e-16,10.9802,0,10.58903,2.266531
460,S-zvipe_z1_2065,1,phot,333.26145,1.462814,0.873382,-23.84,74.9711,-22.51,21.9007,20.8834,4.849398,2.235462,19.718,4.034751,32.50713,8.636821,10.89004,3.360364,2.30981e+41,1.15491e+40,4.11792e-17,10.1406,1,10.18903,4.849398
463,S-zvipe_z1_2070,3,kin,333.24155,1.464836,0.826144,48.297,40.9565,-22.34,20.7519,20.4962,1.080878,0.49826,68.78774,7.703399,111.94136,9.759274,41.1198,3.499494,3.55934e+41,1.77967e+40,7.27734e-17,,,10.12103,1.080878
464,S-zvipe_z1_2073,1,kin,333.23271,1.439974,0.872788,-40.898,66.2864,-21.16,22.2376,21.7316,1.485408,0.891245,24.3992,4.264209,66.0171,10.243909,44.1674,3.463235,3.06653e+41,1.53327e+40,5.47617e-17,9.98798,0,9.64903,1.485408
466,S-zvipe_z1_2310,1,phot,334.62361,1.197114,0.841794,-34.921,46.6371,-22.92,21.8309,20.270939,1.101516,0.507774,201.49237,31.972074,204.93066,31.49544,38.1481,3.662604,1.71499e+41,8.57495e+39,3.34806e-17,10.3592,1,10.35303,1.101516
474,S-zvipe_z1_2323,2,phot,334.57905,1.257861,0.895427,37.515,45.3008,-22.35,21.549601,20.989399,3.271583,1.508125,38.15119,4.818553,46.87188,6.691709,18.62215,2.255267,2.8516e+41,1.4258e+40,4.78063e-17,9.82866,0,10.12503,3.271583
476,S-zvipe_z1_2327,3,kin,334.57029,1.171803,0.843102,43.557,30.4537,-22.72,20.8319,20.520731,1.10325,0.508573,186.8704,17.491884,231.66077,16.60063,63.57884,2.735708,4.47997e+41,2.23998e+40,8.71256e-17,,,10.27303,1.10325
482,S-zvipe_z1_2595,2,kin,335.09448,1.205271,0.800958,-39.071,32.3969,-22.65,21.724701,20.521194,1.048111,0.483156,205.35323,15.400069,270.46512,15.065362,45.95212,2.46885,1.8736e+41,9.368e+39,4.13397e-17,,,10.24503,1.048111
483,S-zvipe_z1_2597,2,kin,335.09598,1.254481,0.914207,86.062,53.0,-21.24,21.724701,21.71439,5.341929,3.205158,178.322,12.095704,182.67842,11.984116,47.36144,2.77412,8.26004e+41,4.13002e+40,1.31562e-16,,,9.68103,5.341929
486,S-zvipe_z1_2601,1,kin,335.11429,1.163868,0.839939,-5.145,54.4358,-21.81,21.724701,20.991037,3.068883,1.414685,0.16,3.459526,119.45918,11.015695,62.47317,3.454806,3.40412e+41,1.70206e+40,6.68184e-17,9.66915,0,9.90903,3.068883
487,S-zvipe_z1_2602,2,phot,335.1133,1.261121,0.92759,-67.345,35.3646,-23.65,21.724701,19.809135,3.157211,0.0,79.837,12.893385,82.46234,12.749511,45.11833,3.466987,9.10188e+41,4.55094e+40,1.39861e-16,,,10.64503,3.157211
488,S-zvipe_z1_2603,2,kin,335.12037,1.19886,0.819441,-56.582,54.7801,-21.43,21.724701,21.38253,2.123207,0.97875,132.19609,16.21548,145.07463,15.5003,38.34653,2.837984,1.89773e+41,9.48866e+39,3.95865e-17,,,9.75703,2.123207
489,S-zvipe_z1_2606,3,kin,335.13822,1.211133,0.830675,47.138,53.0,-22.01,21.724701,21.068245,7.163769,4.298262,68.213,15.139863,145.31198,13.215383,26.58991,3.761552,1.23026e+41,6.15132e+39,2.48172e-17,9.80074,1,9.98903,7.163769
491,S-zvipe_z1_2608,2,kin,335.15221,1.278837,0.800894,24.628,53.0,-19.58,21.724701,-22.0,2.369948,1.421969,15.54665,3.306057,94.2107,10.265581,46.62725,2.969905,1.19228e+41,5.9614e+39,2.63121e-17,9.4477,0,9.01703,2.369948
495,S-zvipe_z1_2612,2,phot,335.16473,1.234966,0.961953,2.295,27.6878,-23.08,21.724701,20.423302,1.258795,0.580276,7.10183,1.00606,68.52439,9.433902,29.46016,2.700158,3.60673e+41,1.80336e+40,5.06589e-17,,,10.41703,1.258795
500,S-zvipe_z1_2740,1,kin,333.28459,1.41405,0.824579,45.354,46.6941,-22.55,21.4093,20.4073,1.276297,0.765778,108.13929,13.414315,131.53441,13.36757,54.11362,2.882041,4.69336e+41,2.34668e+40,9.64084e-17,10.4872,0,10.20503,1.276297
506,S-zvipe_z1_3488,2,kin,334.97769,1.224832,0.969577,29.766,41.2947,-22.89,21.898701,20.6756,1.268707,0.584845,132.50157,17.746201,148.31124,16.787473,45.61568,3.028557,4.77825e+41,2.38913e+40,6.5817e-17,,,10.34103,1.268707
510,S-zvipe_z1_3500,2,phot,335.00091,1.164537,0.821218,-3.12,53.0,-21.44,21.725401,21.6233,1.216541,0.729925,53.00435,8.922109,73.14236,9.800118,33.93825,3.475297,1.27148e+41,6.3574e+39,2.63819e-17,,,9.76103,1.216541
511,S-zvipe_z1_3506,2,phot,335.01124,1.173127,0.96121,-25.052,38.2041,-22.95,21.887199,20.6529,2.490502,1.148065,261.05148,22.936419,261.38696,22.912896,18.26065,3.252851,1.67302e+41,8.36511e+39,2.35436e-17,,,10.36503,2.490502
512,S-zvipe_z1_3507,2,phot,335.01294,1.204718,0.822108,-70.387,39.6406,-23.24,21.217501,20.0242,1.075759,0.495901,176.81129,12.842838,178.34036,12.816326,11.5603,2.873928,1.28953e+41,6.44767e+39,2.66853e-17,,,10.48103,1.075759
516,S-zvipe_z1_3648,1,phot,333.26176,1.468715,0.884981,11.266,53.0,-20.42,22.189899,22.2787,1.157863,0.533748,0.27498,3.392792,125.52158,11.014108,58.12127,3.480858,9.67145e+41,4.83572e+40,1.66902e-16,,,9.35303,1.157863
517,S-zvipe_z1_3649,2,kin,333.26335,1.496136,0.872904,33.123,48.9572,-21.95,22.064699,21.099,1.142031,0.52645,39.76179,4.242565,70.10782,10.880522,47.0538,3.890882,3.60345e+41,1.80173e+40,6.43288e-17,9.96322,0,9.96503,1.142031
519,S-zvipe_z1_817,2,phot,333.48105,0.92773,0.910928,-20.529,53.0,-20.66,21.817499,22.2158,3.520706,2.112423,101.197,7.208223,101.21385,7.208925,19.47665,2.641912,1.53482e+41,7.67408e+39,2.46637e-17,9.5115,0,9.44903,3.520706
